"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU875","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU876","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU877","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU878","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"OTU879","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU880","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Nadsonia","Nadsonia starkeyi-henricii",NA
"OTU881","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum peruvianum"
"OTU882","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA
"OTU883","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU884","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU885","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA
"OTU886","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria",NA
"OTU887","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala aquamarina"
"OTU888","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces rouxii"
"OTU889","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU890","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU891","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU892","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber",NA
"OTU893","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Thermoascaceae","Byssochlamys","Byssochlamys lagunculariae"
"OTU894","Protista",NA,NA,NA,NA,NA,NA
"OTU895","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU896","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU897","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma fimbriatum"
"OTU898","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU899","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU900","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula",NA
"OTU901","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU902","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
"OTU903","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU904","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU905","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Candida",NA,NA
"OTU906","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU907","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU908","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU909","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU910","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU911","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces wortmannii"
"OTU912","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis rosea"
"OTU913","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae",NA,NA
"OTU914","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",NA
"OTU915","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae",NA,NA
"OTU916","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU917","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU918","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae",NA,NA
"OTU919","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU920","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus collinsii"
"OTU921","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium",NA
"OTU922","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU923","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU924","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Hydnophlebia","Hydnophlebia omnivora"
"OTU925","Protista",NA,NA,NA,NA,NA,NA
"OTU926","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"OTU927","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium thailandicum"
"OTU929","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Dichotomopilus",NA
"OTU930","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU931","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Titaea","Titaea maxilliformis"
"OTU932","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU933","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Choanephoraceae","Gilbertella","Gilbertella persicaria"
"OTU934","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU935","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU936","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,NA
"OTU937","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU938","Viridiplantae","Anthophyta","Monocotyledonae","Poales","Poaceae","Eragrostis","Eragrostis pastoensis"
"OTU939","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum gloeosporioides"
"OTU940","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","Stachybotrys chartarum"
"OTU941","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU942","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU943","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU944","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix",NA
"OTU945","Fungi","Basidiomycota","Pucciniomycetes","Platygloeales","Eocronartiaceae","Eocronartium",NA
"OTU946","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU947","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"OTU948","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU949","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU950","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae",NA,NA
"OTU951","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA
"OTU952","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU953","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU954","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU955","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria",NA
"OTU956","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU957","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU958","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU959","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium",NA
"OTU960","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus etunicatum"
"OTU961","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU962","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU963","Viridiplantae","Anthophyta","Eudicotyledonae","Cucurbitales","Cucurbitaceae",NA,NA
"OTU964","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU965","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA
"OTU966","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU967","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU968","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium fimbriatum"
"OTU969","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,NA,NA
"OTU970","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU971","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU972","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU973","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"OTU974","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU975","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU976","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU977","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU978","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU979","Fungi",NA,NA,NA,NA,NA,NA
"OTU980","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae",NA,NA
"OTU981","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU982","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"OTU983","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU984","",NA,NA,NA,NA,NA,NA
"OTU985","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU986","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
"OTU987","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU988","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe semiglobata"
"OTU989","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA
"OTU990","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU991","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,NA
"OTU992","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU993","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU994","Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA
"OTU995","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU996","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia norvegensis"
"OTU997","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU998","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU999","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1000","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma",NA
"OTU1001","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1002","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"OTU1003","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1004","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU1005","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Anthracocystis","Anthracocystis flocculosa"
"OTU1006","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1007","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1008","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","Ochroconis tshawytschae"
"OTU1009","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1010","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"OTU1011","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1012","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1013","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1014","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1015","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU1016","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Martiniozyma",NA
"OTU1017","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU1018","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1019","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota",NA
"OTU1020","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1021","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium restrictum"
"OTU1022","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Lipomyces","Lipomyces tetrasporus"
"OTU1023","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1024","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1025","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1026","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1027","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1028","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1029","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium",NA,NA
"OTU1030","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA
"OTU1031","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1032","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1033","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU1034","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1035","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","Cristinia rhenana"
"OTU1036","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Microscypha","Microscypha cajaniensis"
"OTU1037","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus custos"
"OTU1038","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1039","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU1040","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Agrocybe",NA
"OTU1041","Fungi",NA,NA,NA,NA,NA,NA
"OTU1042","Fungi","Mortierellomycota",NA,NA,NA,NA,NA
"OTU1043","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1044","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1045","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU1046","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1047","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1048","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1049","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1050","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1051","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus irregularis"
"OTU1052","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1053","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1054","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU1055","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU1056","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1057","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU1059","Fungi",NA,NA,NA,NA,NA,NA
"OTU1060","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces flavus"
"OTU1061","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1062","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1063","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Idriella",NA
"OTU1064","Fungi","Ascomycota","Sordariomycetes","Sordariales","Madurella","Madurella mycetomatis",NA
"OTU1065","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1066","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1067","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU1068","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus brevicaulis"
"OTU1069","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1070","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1072","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1073","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU1074","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1075","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1076","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Fusariella",NA,NA
"OTU1077","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1078","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae",NA,NA
"OTU1079","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae",NA,NA
"OTU1080","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces punctatus"
"OTU1081","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1082","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia globosa"
"OTU1083","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU1084","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1085","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1086","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU1087","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1088","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU1089","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1090","Fungi","Ascomycota","Sordariomycetes","Microascales","Sphaeronaemella","Sphaeronaemella fimicola",NA
"OTU1091","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1092","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis pachyderma"
"OTU1093","Fungi","Monoblepharomycota","Monoblepharidomycetes",NA,NA,NA,NA
"OTU1094","Protista",NA,NA,NA,NA,NA,NA
"OTU1095","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU1096","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1097","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys",NA
"OTU1098","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1099","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1100","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1101","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1102","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron echinulatum"
"OTU1104","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"OTU1105","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1106","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1107","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1108","Fungi","Ascomycota","Leotiomycetes","Helotiales","Cadophora","Cadophora luteo-olivacea",NA
"OTU1109","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae",NA,NA
"OTU1110","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1111","Fungi","Ascomycota","Sordariomycetes","Microascales",NA,NA,NA
"OTU1112","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1113","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1114","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma",NA
"OTU1115","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1117","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae"
"OTU1118","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1119","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1120","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Barnettozyma","Barnettozyma californica"
"OTU1121","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Sarcopodium","Sarcopodium circinosetiferum"
"OTU1122","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1123","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis",NA
"OTU1124","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1125","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Aquapeziza","Aquapeziza globispora"
"OTU1126","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1127","Viridiplantae","Chlorophyta","Trebouxiophyceae","Microthamniales",NA,NA,NA
"OTU1128","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium","Phaeoacremonium viticola"
"OTU1129","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1130","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
