"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU1905","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales",NA,NA,NA
"OTU1906","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus irregularis"
"OTU1907","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1908","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1909","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU1910","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1911","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1912","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"OTU1913","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1914","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1915","Fungi","Ascomycota","Lecanoromycetes",NA,NA,NA,NA
"OTU1916","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1917","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Leucocalocybe","Leucocalocybe mongolica"
"OTU1918","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora",NA
"OTU1919","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe inopinata"
"OTU1920","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1921","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1922","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1923","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus",NA
"OTU1924","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1925","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1926","Fungi",NA,NA,NA,NA,NA,NA
"OTU1927","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1928","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1929","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella striatispora"
"OTU1930","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1931","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1932","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Geminibasidium hirsutum"
"OTU1935","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU1936","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU1937","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1938","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NA
"OTU1939","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1941","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1942","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1943","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1944","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1945","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus intraradices"
"OTU1946","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1947","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina"
"OTU1948","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1949","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1950","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum",NA
"OTU1951","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Convolvulaceae",NA,NA
"OTU1952","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU1953","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA
"OTU1954","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU1955","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"OTU1957","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1958","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1959","Fungi",NA,NA,NA,NA,NA,NA
"OTU1960","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1961","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU1962","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1963","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU1964","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"OTU1965","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU1967","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1968","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1969","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1970","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1971","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1972","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU1973","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1974","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1975","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae",NA,NA
"OTU1976","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum triplex"
"OTU1977","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Lichtheimia","Lichtheimia hyalospora"
"OTU1978","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1979","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Dothiorella","Dothiorella plurivora"
"OTU1980","Ichthyosporia","Ichthyosporea","Dermocystida",NA,NA,NA,NA
"OTU1981","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU1982","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU1983","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1984","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia",NA
"OTU1985","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1986","Fungi","Ascomycota","Leotiomycetes","Helotiales","Chalara","Chalara heteroderae",NA
"OTU1987","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1988","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1990","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales",NA,NA,NA
"OTU1991","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1992","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU1993","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Capsicum","Capsicum annuum"
"OTU1994","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis isabellina"
"OTU1995","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1996","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU1997","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU1998","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1999","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Chlorophyllum","Chlorophyllum molybdites"
"OTU2000","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU2001","Fungi","Basidiomycota",NA,NA,NA,NA,NA
"OTU2002","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus walkeri"
"OTU2003","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU2004","Fungi",NA,NA,NA,NA,NA,NA
"OTU2005","Protista",NA,NA,NA,NA,NA,NA
"OTU2006","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU2007","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2008","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum campestre"
"OTU2009","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU2010","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Syncephalastraceae","Syncephalastrum","Syncephalastrum racemosum"
"OTU2011","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2012","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2014","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Candida","Candida tropicalis",NA
"OTU2015","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2016","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2017","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU2018","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Portulacaceae","Portulaca","Portulaca oleracea"
"OTU2019","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2020","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU2021","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2022","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cladorrhinum",NA
"OTU2023","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella reniformis"
"OTU2024","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae",NA,NA
"OTU2025","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU2026","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU2027","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus fumigatus"
"OTU2028","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Melanophyllum","Melanophyllum haematospermum"
"OTU2029","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella superiorensis"
"OTU2030","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis","Saccharomycopsis crataegensis"
"OTU2031","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU2032","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Chrysosporium","Chrysosporium undulatum",NA
"OTU2033","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2034","Fungi",NA,NA,NA,NA,NA,NA
"OTU2035","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA
"OTU2036","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA
"OTU2037","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU2038","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus irregularis"
"OTU2039","Rhodoplantae","Rhodophyta","Florideophyceae","Nemaliales",NA,NA,NA
"OTU2040","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus",NA
"OTU2041","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU2042","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2043","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2044","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma","Piskurozyma capsuligena"
"OTU2045","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2046","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2047","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2048","Stramenopila","Ochrophyta","Chrysophyceae","Chromulinales",NA,NA,NA
"OTU2049","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Leiothecium","Leiothecium ellipsoideum"
"OTU2050","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2051","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU2052","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum",NA
"OTU2053","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2054","Fungi",NA,NA,NA,NA,NA,NA
"OTU2055","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae",NA,NA
"OTU2056","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU2057","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2058","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Entyloma",NA
"OTU2059","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2060","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2062","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Duddingtonia","Duddingtonia flagrans"
"OTU2063","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2064","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium alfredii"
"OTU2065","Viridiplantae","Chlorophyta","Chlamydomonas",NA,NA,NA,NA
"OTU2066","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2067","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU2068","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU2069","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2070","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU2071","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU2072","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2073","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium coffeae"
"OTU2074","Fungi",NA,NA,NA,NA,NA,NA
"OTU2075","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2076","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA
"OTU2077","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU2078","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2079","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU2080","Fungi","Monoblepharomycota","Monoblepharidomycetes",NA,NA,NA,NA
"OTU2081","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales","Calcarisporiellaceae","Calcarisporiella","Calcarisporiella thermophila"
"OTU2082","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium humicola"
"OTU2083","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2084","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU2085","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2086","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU2087","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2088","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2089","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2090","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU2091","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2092","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus campestris"
"OTU2094","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2095","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2096","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2097","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU2098","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus demonbreunii"
"OTU2099","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU2100","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2101","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae",NA,NA
"OTU2102","Metazoa","Placozoa",NA,NA,NA,NA,NA
"OTU2103","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor irregularis"
"OTU2104","Fungi","Ascomycota","Dothideomycetes","Acrospermales","Leptodiscella",NA,NA
"OTU2105","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU2106","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala mesophila"
"OTU2107","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2108","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2109","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces anomalus"
"OTU2110","Fungi",NA,NA,NA,NA,NA,NA
"OTU2111","Viridiplantae","Anthophyta","Eudicotyledonae","Malvales","Malvaceae","Corchorus","Corchorus olitorius"
"OTU2112","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA
"OTU2114","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU2115","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2116","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2117","Rhodoplantae","Rhodophyta","Florideophyceae","Batrachospermales",NA,NA,NA
"OTU2118","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2119","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2120","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU2121","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2122","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"OTU2123","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae",NA,NA
"OTU2124","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU2125","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"OTU2126","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2127","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2128","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2129","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU2130","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza",NA
"OTU2132","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea",NA
"OTU2133","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2134","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia","Metapochonia bulbillosa"
"OTU2135","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2137","",NA,NA,NA,NA,NA,NA
"OTU2138","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU2139","Fungi",NA,NA,NA,NA,NA,NA
"OTU2140","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella rhossiliensis"
"OTU2141","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU2142","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU2143","Protista",NA,NA,NA,NA,NA,NA
"OTU2144","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","Cristinia rhenana"
"OTU2145","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium roseopurpureum"
"OTU2146","Fungi",NA,NA,NA,NA,NA,NA
"OTU2147","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2148","Viridiplantae","Anthophyta","Monocotyledonae","Poales","Poaceae","Sorghum",NA
"OTU2149","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU2150","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces ciferrii"
"OTU2151","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces minioluteus"
"OTU2152","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU2153","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2154","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2155","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU2156","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU2157","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Tolypocladium","Tolypocladium inegoense"
"OTU2158","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU2159","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus petasatus"
"OTU2160","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU2162","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","Cheilymenia vitellina"
"OTU2163","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2164","Fungi","Olpidiomycota",NA,NA,NA,NA,NA
"OTU2165","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU2166","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2167","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU2168","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2169","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron flavum"
"OTU2170","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU2171","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"OTU2172","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
